"Title","COG Category","Essentiality","Function","GO IDs","Pathway","Product","Short Name","Synonyms"
"CD630_01090","CELLULAR PROCESSES AND SIGNALING","Yes","Activation of anaerobic ribonucleoside-triphosphate reductase under anaerobic conditions by generation of an organic free radical, using S-adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine. ","GO:0043365, GO:0051539","","Anaerobic ribonucleoside-triphosphatereductase-activating protein","nrdG",""
"CD630_01100","POORLY CHARACTERIZED","","Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria. ","GO:0004016, GO:0005524, GO:0005886, GO:0006171, GO:0016021, GO:0016779, GO:0019932","","Conserved hypothetical protein, CHP00159 family","",""
"CD630_01110","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_01120","METABOLISM","","","GO:0019605, GO:0050182","","phosphate butyryltransferase","ptb",""
"CD630_01130","METABOLISM","","","GO:0005524, GO:0005737, GO:0047761","","Butyrate kinase (BK) (Branched-chain carboxylicacid kinase)","buk",""
"CD630_01140","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_01150","METABOLISM","","","","","Putative 4Fe-4S ferredoxin, iron-sulfur bindingdomain protein, delta subunit","",""
"CD630_01160","METABOLISM","","","GO:0016491","","Putative ferredoxin/flavodoxin oxidoreductase,alpha subunit","",""
"CD630_01170","METABOLISM","","","GO:0016491, GO:0030976","","Putative ferredoxin/flavodoxin oxidoreductase,beta subunit","",""
"CD630_01180","METABOLISM","","","GO:0016625","","Putative ferredoxin/flavodoxin oxidoreductase,gamma subunit","",""
"CD630_01190","METABOLISM","Yes","Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate. ","GO:0000287, GO:0005975, GO:0008966","","Phosphoglucosamine mutase","glmM",""
"CD630_01200","CELLULAR PROCESSES AND SIGNALING","Yes","Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source. ","GO:0004360, GO:0005737, GO:0005975, GO:0097367, GO:1901137","","Glucosamine--fructose-6-phosphateaminotransferase [isomerizing]","glmS",""
"CD630_01210","METABOLISM","","","GO:0004792","","Putative thiosulfate sulfurtransferase","",""
"CD630_01220","POORLY CHARACTERIZED","","","","","Putative exported protein","",""
"CD630_01230","CELLULAR PROCESSES AND SIGNALING","Yes","Cell wall formation. Adds enolpyruvyl to UDP-N-acetylglucosamine. ","GO:0005737, GO:0007049, GO:0008360, GO:0008760, GO:0009252, GO:0019277, GO:0051301, GO:0071555","Cell wall biogenesis","UDP-N-acetylglucosamine1-carboxyvinyltransferase","murA",""
"CD630_01240","CELLULAR PROCESSES AND SIGNALING","","","GO:0030435, GO:0046872","","Stage II sporulation protein D","spoIID",""
"CD630_01250","CELLULAR PROCESSES AND SIGNALING","","","GO:0016021","","Stage II sporulation protein Q","spoIIQ",""
"CD630_01260","INFORMATION STORAGE AND PROCESSING","","","GO:0003700","","Stage III sporulation protein D","spoIIID",""
"CD630_01270","CELLULAR PROCESSES AND SIGNALING","Yes","","","","Rod shape-determining protein MreB","mreB1",""
"CD630_01280","METABOLISM","Yes","Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs. ","GO:0004317, GO:0005737, GO:0006633, GO:0008659, GO:0008693, GO:0009245, GO:0047451","","(3R)-hydroxymyristoyl-[acyl-carrier-protein]dehydratase","fabZ",""
"CD630_01290","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein, DUF1256 family","",""
"CD630_01300","METABOLISM","Yes","Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme. ","GO:0000287, GO:0004478, GO:0005524, GO:0005737, GO:0006556, GO:0006730","Amino-acid biosynthesis","S-adenosylmethionine synthetase","metK",""
"CD630_01310","POORLY CHARACTERIZED","","","GO:0016021","","Putative membrane protein","",""
"CD630_01320","INFORMATION STORAGE AND PROCESSING","","DNA-dependent ATPase and ATP-dependent 5'-3' DNA helicase. Has no activity on blunt DNA or DNA with 3'-overhangs, requires at least 10 bases of 5'-ssDNA for helicase activity. ","GO:0003677, GO:0005524, GO:0006281, GO:0043139","","Putative DNA helicase, RecD/TraA type","",""
"CD630_01330","POORLY CHARACTERIZED","","","GO:0009116, GO:0016740","","Putative phosphoribosyl transferase","",""
"CD630_01340","INFORMATION STORAGE AND PROCESSING","","","GO:0006355, GO:0008982, GO:0009401, GO:0016301","","Transcription antiterminator, PTS operonregulator","",""
"CD630_01350","METABOLISM","","","GO:0009401, GO:0046872","","PTS system, lactose/cellobiose-family IIAcomponent","",""
"CD630_01360","METABOLISM","","","GO:0008982, GO:0009401","","PTS system, lactose/cellobiose-family IIBcomponent","",""
"CD630_01370","METABOLISM","","The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active -transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane. ","GO:0005886, GO:0008982, GO:0009401, GO:0016021","","PTS system, lactose/cellobiose-family IICcomponent","",""
"CD630_01380","POORLY CHARACTERIZED","","","GO:0050485","","Conserved hypothetical protein","",""
"CD630_01390","METABOLISM","","","GO:0003948","","N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase","",""
"CD630_01400","METABOLISM","","","GO:0008270, GO:0016805","","Putative peptidase","",""
"CD630_01410","METABOLISM","","Participates in the control of copper homeostasis. ","GO:0005507, GO:0005623, GO:0005737, GO:0006878","","Copper homeostasis protein","cutC",""
"CD630_01420","INFORMATION STORAGE AND PROCESSING","","Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase; 100S ribosomes are translationally inactive and sometimes present during exponential growth. ","GO:0005737, GO:0006417, GO:0044238","","Putative RNA-binding protein","",""
"CD630_01430","CELLULAR PROCESSES AND SIGNALING","Yes","Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane. ","GO:0005524, GO:0005737, GO:0005886, GO:0006605, GO:0017038, GO:0046872, GO:0065002","","Protein translocase subunit SecA1","secA1",""
"CD630_01440","INFORMATION STORAGE AND PROCESSING","Yes","Peptide chain release factor 2 directs the termination of translation in response to the peptide chain termination codons UGA and UAA. ","GO:0005737, GO:0016149","","Peptide chain release factor 2 (RF-2)","prfB",""
"CD630_01450","INFORMATION STORAGE AND PROCESSING","","","GO:0003676, GO:0006139","","Putative resolvase, S1 RNA-bindingdomain-containing protein","",""
"CD630_01460","METABOLISM","","","GO:0016810","","Putative hydrolase","",""
"CD630_01470","POORLY CHARACTERIZED","","Mediates riboflavin uptake, may also transport FMN and roseoflavin. Probably a riboflavin-binding protein that interacts with the energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates. The substrates themselves are bound by transmembrane, not extracytoplasmic soluble proteins. ","GO:0005886, GO:0016021, GO:0032217","","Putative transporter","",""
"CD630_01480","POORLY CHARACTERIZED","","","","","Conserved hypothetical protein","",""
"CD630_01490","POORLY CHARACTERIZED","","","GO:0002949, GO:0016787","","Putative P-loop ATPases","",""
"CD630_01500","CELLULAR PROCESSES AND SIGNALING","Yes","","GO:0002949","","Putative peptidase, M22 family","",""
"CD630_01510","POORLY CHARACTERIZED","Yes","","GO:0006474, GO:0008999, GO:0009323","","Putative alanine acetyltransferase, ribosomalfamily","rimI",""
"CD630_01520","CELLULAR PROCESSES AND SIGNALING","","Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction. ","GO:0002949, GO:0004222, GO:0005506, GO:0005737, GO:0061711","","Putative O-sialoglycoprotein endopeptidase","gcp","gcp"
"CD630_01530","METABOLISM","","Decarboxylates phenylacetates with a hydroxyl group in the p-position. Active toward 4-hydroxyphenylacetate, 3,4-dihydroxyphenylacetate and p-hydroxymandelate, forming 4-methylphenol, 4-methylcatechol and p-hydroxybenzylalcohol respectively (By similarity). ","GO:0043722","","4-hydroxyphenylacetate decarboxylase, catalyticsubunit","hpdB",""
"CD630_01540","POORLY CHARACTERIZED","","Decarboxylates phenylacetates with a hydroxyl group in the p-position. Active toward 4-hydroxyphenylacetate, 3,4-dihydroxyphenylacetate and p-hydroxymandelate, forming 4-methylphenol, 4-methylcatechol and p-hydroxybenzylalcohol respectively (By similarity). ","GO:0043722, GO:0046872, GO:0051539","","4-hydroxyphenylacetate decarboxylase, regulatorysubunit","hpdC",""
"CD630_01550","CELLULAR PROCESSES AND SIGNALING","","Activation of 4-hydroxyphenylacetate decarboxylase under anaerobic conditions by generation of an organic free radical. ","GO:0016491, GO:0046872, GO:0051539","","4-hydroxyphenylacetate decarboxylase, activatingsubunit","hpdA",""
"CD630_01560","POORLY CHARACTERIZED","","","GO:0004197, GO:0016021, GO:0071586","","Putative membrane protein","",""
"CD630_01590","METABOLISM","","","","","Putative enzyme, glyoxalase family","",""
"CD630_01600","CELLULAR PROCESSES AND SIGNALING","","","GO:0000160, GO:0003677","","Two-component response regulator","",""
"CD630_01610","CELLULAR PROCESSES AND SIGNALING","","","GO:0005524, GO:0016021, GO:0016887, GO:0042626","","ABC-type transport system, multidrug-familyATP-binding protein","",""
"CD630_01620","POORLY CHARACTERIZED","","","GO:0003824, GO:0046872, GO:0051539","","Putative radical SAM-family protein","",""
"CD630_01650","METABOLISM","","","GO:0016021, GO:0022857","","Putative amino acid transporter","",""
"CD630_01660","METABOLISM","","","GO:0016787","","Putative peptidase, M20D family","",""
"CD630_01670","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0005524, GO:0006355, GO:0008134","","Transcriptional regulator, sigma-54-dependent","",""
"CD630_01680","CELLULAR PROCESSES AND SIGNALING","","","","","Putative cyclic nucleotide-binding protein","",""
"CD630_01690","CELLULAR PROCESSES AND SIGNALING","","","GO:0015297, GO:0016021, GO:0042910","","Putative drug/sodium antiporter, MATE family","",""
"CD630_01700","POORLY CHARACTERIZED","","","GO:0003677, GO:0005524, GO:0016887","","ABC-type transport system, ATP-binding protein","",""
"CD630_01710","INFORMATION STORAGE AND PROCESSING","","Modulates transcription in response to changes in cellular NADH/NAD(+) redox state. ","GO:0003677, GO:0003700, GO:0005737, GO:0045892, GO:0050662, GO:0051775","","Transcriptional regulator, Redox-sensingrepressor Rex","rex",""
"CD630_01720","METABOLISM","","","GO:0008270","","Conserved hypothetical protein","",""
"CD630_01721","METABOLISM","Yes","Ferredoxins are iron-sulfur proteins that transfer electrons in a wide variety of metabolic reactions. ","GO:0009055, GO:0046872, GO:0051539","","Ferredoxin (4Fe-4S cluster-containing protein)(fdx-like)","fdxA",""
"CD630_01730","CELLULAR PROCESSES AND SIGNALING","","","","","Putative lipoprotein","",""
"CD630_01740","METABOLISM","","","GO:0006091, GO:0016151, GO:0018492, GO:0043885, GO:0051539","","Carbon monoxide dehydrogenase","cooS",""
"CD630_01750","METABOLISM","","","","","Putative oxidoreductase, Fe-S subunit","",""
"CD630_01760","METABOLISM","","","GO:0016491","","Putative oxidoreductase, NAD/FAD binding subunit","",""
"CD630_01770","CELLULAR PROCESSES AND SIGNALING","","","GO:0008610, GO:0008825, GO:0032259","","Cyclopropane-fatty-acyl-phospholipid synthase","cfa",""
"CD630_01780","POORLY CHARACTERIZED","","","","","Putative ATPase","",""
"CD630_01790","METABOLISM","","","GO:0000166, GO:0006520, GO:0016639","","NAD-specific glutamate dehydrogenase","gluD",""
"CD630_01810","INFORMATION STORAGE AND PROCESSING, CELLULAR PROCESSES AND SIGNALING","","","GO:0008237, GO:0016021","","Putative membrane-associated metalloprotease, M56family","",""
"CD630_01830","CELLULAR PROCESSES AND SIGNALING","","","GO:0016787","","Putative cell wall hydrolase","",""
"CD630_01840","METABOLISM","","","GO:0004070, GO:0006207, GO:0006520, GO:0016597, GO:0044205","Pyrimidine metabolism","Aspartate carbamoyltransferase (Aspartatetranscarbamylase) (ATCase)","pyrB",""
"CD630_01850","METABOLISM","","","GO:0004158, GO:0006221, GO:0046872, GO:0050660, GO:0051537","","Dihydroorotate dehydrogenase electron transfersubunit","pyrK",""
"CD630_01860","METABOLISM","","Catalyzes the conversion of dihydroorotate to orotate with NAD(+) as electron acceptor. ","GO:0004152, GO:0004589, GO:0005737, GO:0044205","Pyrimidine metabolism","Dihydroorotate dehydrogenase catalytic subunit","pyrD",""
"CD630_01870","METABOLISM","","Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP). ","GO:0000287, GO:0004588, GO:0009116, GO:0019856, GO:0044205","Pyrimidine metabolism","Orotate phosphoribosyltransferase (OPRT)(OPRTase)","pyrE",""
"CD630_01880","METABOLISM","","Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid. ","GO:0008677, GO:0015940","Cofactor biosynthesis","Putative ketopantoate reductase","",""
"CD630_01890","INFORMATION STORAGE AND PROCESSING","","","GO:0003677, GO:0003700","","Transcriptional regulator, LysR family","",""
"CD630_01900","POORLY CHARACTERIZED","","","GO:0005886, GO:0016021","","Putative membrane protein","",""
"CD630_01910","INFORMATION STORAGE AND PROCESSING","","","GO:0003684, GO:0006284, GO:0006289, GO:0008534","","Putative DNA glycosylase","",""
"CD630_01920","METABOLISM","","Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol. ","GO:0005886, GO:0008808, GO:0016021, GO:0032049","","Cardiolipin synthetase 1","cls",""
